Numero de reglas,Reglas aplicadas,Max Depth,Min Samples Split,Accuracy,Precision,Recall,F1 Score,Media,Tiempo de ejecucion
1,regla_penalizacion_clase_desbalanceada,10,10,0.9782971619365609,0.6861826697892272,0.8066070199587061,0.9719,0.8607467129211235,0.24349164962768555
1,regla_penalizacion_clase_desbalanceada,15,2,0.9127773527161438,0.6984777517564403,0.7913764510779436,0.96855,0.842795388887632,0.1970374584197998
1,regla_penalizacion_clase_desbalanceada,15,5,0.9226006191950464,0.6978922716627635,0.7946666666666666,0.9692,0.8460898893811191,0.22307515144348145
1,regla_penalizacion_clase_desbalanceada,15,10,0.9256390395042603,0.699648711943794,0.7969323107702567,0.96955,0.8479425155545777,0.3086397647857666
1,regla_escalado_minmax,5,2,1.0,0.6738875878220141,0.8051766351871283,0.97215,0.8628035557522856,0.14229321479797363
1,regla_escalado_minmax,5,5,1.0,0.6738875878220141,0.8051766351871283,0.97215,0.8628035557522856,0.1790001392364502
1,regla_escalado_minmax,5,10,1.0,0.6738875878220141,0.8051766351871283,0.97215,0.8628035557522856,0.11301374435424805
1,regla_escalado_minmax,10,2,0.9831649831649831,0.6838407494145199,0.8066298342541437,0.972,0.8614088917084116,0.1647167205810547
1,regla_escalado_minmax,10,5,0.9831649831649831,0.6838407494145199,0.8066298342541437,0.972,0.8614088917084116,0.22736525535583496
1,regla_escalado_minmax,10,10,0.9823529411764705,0.6844262295081968,0.8067632850241546,0.972,0.8613856139272055,0.2534945011138916
1,regla_escalado_minmax,15,2,0.9041509433962264,0.7014051522248244,0.7899769205407188,0.96815,0.8409207540404423,0.22899770736694336
1,regla_escalado_minmax,15,5,0.9140030441400304,0.7031615925058547,0.7948378557246857,0.969,0.8452506230926427,0.20298147201538086
1,regla_escalado_minmax,15,10,0.9168573607932876,0.7037470725995316,0.7962901623053992,0.96925,0.8465361489245546,0.20106935501098633
2,"regla_imputacion_avanzada, regla_imputacion_avanzada",5,2,1.0,0.6738875878220141,0.8051766351871283,0.97215,0.8628035557522856,0.11301565170288086
2,"regla_imputacion_avanzada, regla_imputacion_avanzada",5,5,1.0,0.6738875878220141,0.8051766351871283,0.97215,0.8628035557522856,0.16751313209533691
2,"regla_imputacion_avanzada, regla_imputacion_avanzada",5,10,1.0,0.6738875878220141,0.8051766351871283,0.97215,0.8628035557522856,0.10934257507324219
2,"regla_imputacion_avanzada, regla_imputacion_avanzada",10,2,0.9799163179916318,0.6855971896955504,0.8067516362383741,0.97195,0.8610537859813892,0.34119558334350586
2,"regla_imputacion_avanzada, regla_imputacion_avanzada",10,5,0.9798994974874372,0.6850117096018735,0.8063404548587181,0.9719,0.8607879154870071,0.24200773239135742
2,"regla_imputacion_avanzada, regla_imputacion_avanzada",10,10,0.9782971619365609,0.6861826697892272,0.8066070199587061,0.9719,0.8607467129211235,0.2598094940185547
2,"regla_imputacion_avanzada, regla_imputacion_avanzada",15,2,0.9127105666156202,0.6978922716627635,0.7909754479097545,0.9685,0.8425195715470346,0.20316219329833984
2,"regla_imputacion_avanzada, regla_imputacion_avanzada",15,5,0.9218870843000774,0.6978922716627635,0.7944018660446518,0.96915,0.8458328055018731,0.21789813041687012
2,"regla_imputacion_avanzada, regla_imputacion_avanzada",15,10,0.9256965944272446,0.7002341920374707,0.7973333333333333,0.9696,0.8482160299495123,0.22722768783569336
2,"regla_imputacion_avanzada, regla_normalizacion_datos",5,2,1.0,0.6738875878220141,0.8051766351871283,0.97215,0.8628035557522856,0.21210741996765137
2,"regla_imputacion_avanzada, regla_normalizacion_datos",5,5,1.0,0.6738875878220141,0.8051766351871283,0.97215,0.8628035557522856,0.1159965991973877
2,"regla_imputacion_avanzada, regla_normalizacion_datos",5,10,1.0,0.6738875878220141,0.8051766351871283,0.97215,0.8628035557522856,0.11609196662902832
2,"regla_imputacion_avanzada, regla_normalizacion_datos",10,2,0.9798994974874372,0.6850117096018735,0.8063404548587181,0.9719,0.8607879154870071,0.21640515327453613
2,"regla_imputacion_avanzada, regla_normalizacion_datos",10,5,0.9798994974874372,0.6850117096018735,0.8063404548587181,0.9719,0.8607879154870071,0.22266173362731934
2,"regla_imputacion_avanzada, regla_normalizacion_datos",10,10,0.9782971619365609,0.6861826697892272,0.8066070199587061,0.9719,0.8607467129211235,0.18332886695861816
2,"regla_imputacion_avanzada, regla_normalizacion_datos",15,2,0.9202786377708978,0.6961358313817331,0.7926666666666666,0.9689,0.8444952839548244,0.23212099075317383
2,"regla_imputacion_avanzada, regla_normalizacion_datos",15,5,0.9283489096573209,0.6978922716627635,0.7967914438502673,0.9696,0.848158156292588,0.2206716537475586
2,"regla_imputacion_avanzada, regla_normalizacion_datos",15,10,0.9283489096573209,0.6978922716627635,0.7967914438502673,0.9696,0.848158156292588,0.20992302894592285
2,"regla_imputacion_avanzada, regla_balanceo_clases",5,2,0.370918487197557,0.9244730679156908,0.5294216261525566,0.85965,0.671115795316451,0.3294711112976074
2,"regla_imputacion_avanzada, regla_balanceo_clases",5,5,0.370918487197557,0.9244730679156908,0.5294216261525566,0.85965,0.671115795316451,0.2830357551574707
2,"regla_imputacion_avanzada, regla_balanceo_clases",5,10,0.370918487197557,0.9244730679156908,0.5294216261525566,0.85965,0.671115795316451,0.2412409782409668
2,"regla_imputacion_avanzada, regla_balanceo_clases",10,2,0.45213911972914744,0.8600702576112412,0.5926971958846077,0.89905,0.7009891433062491,0.4180142879486084
2,"regla_imputacion_avanzada, regla_balanceo_clases",10,5,0.45213911972914744,0.8600702576112412,0.5926971958846077,0.89905,0.7009891433062491,0.4292411804199219
2,"regla_imputacion_avanzada, regla_balanceo_clases",10,10,0.45213911972914744,0.8600702576112412,0.5926971958846077,0.89905,0.7009891433062491,0.37603282928466797
2,"regla_imputacion_avanzada, regla_balanceo_clases",15,2,0.5426781519185592,0.8114754098360656,0.650398873768184,0.9255,0.7325131088807022,0.466310977935791
2,"regla_imputacion_avanzada, regla_balanceo_clases",15,5,0.5437426441741859,0.8114754098360656,0.6511627906976745,0.92575,0.7330327111769814,0.4528496265411377
2,"regla_imputacion_avanzada, regla_balanceo_clases",15,10,0.543921568627451,0.8120608899297423,0.6514795678722405,0.9258,0.7333155066073584,0.4850273132324219
2,"regla_imputacion_avanzada, regla_penalizacion_clase_desbalanceada",5,2,1.0,0.6738875878220141,0.8051766351871283,0.97215,0.8628035557522856,0.13280749320983887
2,"regla_imputacion_avanzada, regla_penalizacion_clase_desbalanceada",5,5,1.0,0.6738875878220141,0.8051766351871283,0.97215,0.8628035557522856,0.19491887092590332
2,"regla_imputacion_avanzada, regla_penalizacion_clase_desbalanceada",5,10,1.0,0.6738875878220141,0.8051766351871283,0.97215,0.8628035557522856,0.13500499725341797
2,"regla_imputacion_avanzada, regla_penalizacion_clase_desbalanceada",10,2,0.9782790309106099,0.6855971896955504,0.806196213425129,0.97185,0.8604806085078223,0.20731449127197266
2,"regla_imputacion_avanzada, regla_penalizacion_clase_desbalanceada",10,5,0.9799163179916318,0.6855971896955504,0.8067516362383741,0.97195,0.8610537859813892,0.3349449634552002
2,"regla_imputacion_avanzada, regla_penalizacion_clase_desbalanceada",10,10,0.9782971619365609,0.6861826697892272,0.8066070199587061,0.9719,0.8607467129211235,0.22899842262268066
2,"regla_imputacion_avanzada, regla_penalizacion_clase_desbalanceada",15,2,0.916923076923077,0.6978922716627635,0.7925531914893617,0.9688,0.8440421350188004,0.2433176040649414
2,"regla_imputacion_avanzada, regla_penalizacion_clase_desbalanceada",15,5,0.9212355212355212,0.6984777517564403,0.7945387945387945,0.96915,0.845850516882689,0.24326252937316895
2,"regla_imputacion_avanzada, regla_penalizacion_clase_desbalanceada",15,10,0.922007722007722,0.6990632318501171,0.7952047952047953,0.96925,0.8463814372656586,0.26337337493896484
2,"regla_imputacion_avanzada, regla_escalado_minmax",5,2,1.0,0.6738875878220141,0.8051766351871283,0.97215,0.8628035557522856,0.15502119064331055
2,"regla_imputacion_avanzada, regla_escalado_minmax",5,5,1.0,0.6738875878220141,0.8051766351871283,0.97215,0.8628035557522856,0.11985945701599121
2,"regla_imputacion_avanzada, regla_escalado_minmax",5,10,1.0,0.6738875878220141,0.8051766351871283,0.97215,0.8628035557522856,0.18479299545288086
2,"regla_imputacion_avanzada, regla_escalado_minmax",10,2,0.9823232323232324,0.6832552693208431,0.805939226519337,0.9719,0.8608544320408531,0.1803286075592041
2,"regla_imputacion_avanzada, regla_escalado_minmax",10,5,0.9823529411764705,0.6844262295081968,0.8067632850241546,0.972,0.8613856139272055,0.16425871849060059
2,"regla_imputacion_avanzada, regla_escalado_minmax",10,10,0.9823529411764705,0.6844262295081968,0.8067632850241546,0.972,0.8613856139272055,0.2228240966796875
2,"regla_imputacion_avanzada, regla_escalado_minmax",15,2,0.9099167297501892,0.7037470725995316,0.7936612743479696,0.96875,0.8440187691744225,0.24315285682678223
2,"regla_imputacion_avanzada, regla_escalado_minmax",15,5,0.913937547600914,0.702576112412178,0.7944389275074478,0.96895,0.8449756468801349,0.2574152946472168
2,"regla_imputacion_avanzada, regla_escalado_minmax",15,10,0.9168573607932876,0.7037470725995316,0.7962901623053992,0.96925,0.8465361489245546,0.20857596397399902
2,"regla_normalizacion_datos, regla_imputacion_avanzada",5,2,1.0,0.6738875878220141,0.8051766351871283,0.97215,0.8628035557522856,0.1273496150970459
2,"regla_normalizacion_datos, regla_imputacion_avanzada",5,5,1.0,0.6738875878220141,0.8051766351871283,0.97215,0.8628035557522856,0.13022589683532715
2,"regla_normalizacion_datos, regla_imputacion_avanzada",5,10,1.0,0.6738875878220141,0.8051766351871283,0.97215,0.8628035557522856,0.15542125701904297
2,"regla_normalizacion_datos, regla_imputacion_avanzada",10,2,0.9799163179916318,0.6855971896955504,0.8067516362383741,0.97195,0.8610537859813892,0.28856730461120605
2,"regla_normalizacion_datos, regla_imputacion_avanzada",10,5,0.9782790309106099,0.6855971896955504,0.806196213425129,0.97185,0.8604806085078223,0.1639995574951172
2,"regla_normalizacion_datos, regla_imputacion_avanzada",10,10,0.9782971619365609,0.6861826697892272,0.8066070199587061,0.9719,0.8607467129211235,0.17682456970214844
2,"regla_normalizacion_datos, regla_imputacion_avanzada",15,2,0.9204633204633205,0.6978922716627635,0.7938727938727939,0.96905,0.8453195964997195,0.2875950336456299
2,"regla_normalizacion_datos, regla_imputacion_avanzada",15,5,0.9232558139534883,0.6973067915690867,0.7945296864576384,0.9692,0.8460730729950533,0.2259998321533203
2,"regla_normalizacion_datos, regla_imputacion_avanzada",15,10,0.9284046692607004,0.6984777517564403,0.7971934513865686,0.96965,0.8484314681009274,0.29552650451660156
2,"regla_normalizacion_datos, regla_normalizacion_datos",5,2,1.0,0.6738875878220141,0.8051766351871283,0.97215,0.8628035557522856,0.23745942115783691
2,"regla_normalizacion_datos, regla_normalizacion_datos",5,5,1.0,0.6738875878220141,0.8051766351871283,0.97215,0.8628035557522856,0.13798260688781738
2,"regla_normalizacion_datos, regla_normalizacion_datos",5,10,1.0,0.6738875878220141,0.8051766351871283,0.97215,0.8628035557522856,0.17740416526794434
2,"regla_normalizacion_datos, regla_normalizacion_datos",10,2,0.9782790309106099,0.6855971896955504,0.806196213425129,0.97185,0.8604806085078223,0.2135932445526123
2,"regla_normalizacion_datos, regla_normalizacion_datos",10,5,0.9782790309106099,0.6855971896955504,0.806196213425129,0.97185,0.8604806085078223,0.1724843978881836
2,"regla_normalizacion_datos, regla_normalizacion_datos",10,10,0.9782971619365609,0.6861826697892272,0.8066070199587061,0.9719,0.8607467129211235,0.16700100898742676
2,"regla_normalizacion_datos, regla_normalizacion_datos",15,2,0.9248062015503876,0.6984777517564403,0.7958639092728486,0.9694,0.8471369656449192,0.2094581127166748
2,"regla_normalizacion_datos, regla_normalizacion_datos",15,5,0.926791277258567,0.6967213114754098,0.7954545454545454,0.9694,0.8470917835471306,0.19633126258850098
2,"regla_normalizacion_datos, regla_normalizacion_datos",15,10,0.9328125,0.6990632318501171,0.7991967871485943,0.97,0.8502681297496779,0.20063138008117676
2,"regla_normalizacion_datos, regla_balanceo_clases",5,2,0.29392265193370165,0.9344262295081968,0.44718408517792096,0.8027,0.6195582416549548,0.3375272750854492
2,"regla_normalizacion_datos, regla_balanceo_clases",5,5,0.29392265193370165,0.9344262295081968,0.44718408517792096,0.8027,0.6195582416549548,0.2561478614807129
2,"regla_normalizacion_datos, regla_balanceo_clases",5,10,0.29392265193370165,0.9344262295081968,0.44718408517792096,0.8027,0.6195582416549548,0.24393367767333984
2,"regla_normalizacion_datos, regla_balanceo_clases",10,2,0.2584215591915303,0.9432084309133489,0.4056912616469403,0.764,0.5928303129379549,0.3530561923980713
2,"regla_normalizacion_datos, regla_balanceo_clases",10,5,0.2584215591915303,0.9432084309133489,0.4056912616469403,0.764,0.5928303129379549,0.4459505081176758
2,"regla_normalizacion_datos, regla_balanceo_clases",10,10,0.2584215591915303,0.9432084309133489,0.4056912616469403,0.764,0.5928303129379549,0.34326171875
2,"regla_normalizacion_datos, regla_balanceo_clases",15,2,0.24408732565191024,0.9426229508196722,0.3877649325626204,0.7458,0.5800688022585507,0.43741440773010254
2,"regla_normalizacion_datos, regla_balanceo_clases",15,5,0.24423893268647665,0.9432084309133489,0.3880057803468208,0.7459,0.5803382859866616,0.5124273300170898
2,"regla_normalizacion_datos, regla_balanceo_clases",15,10,0.24446130500758725,0.9432084309133489,0.3882863340563991,0.7462,0.5805390174943339,0.49160170555114746
2,"regla_normalizacion_datos, regla_penalizacion_clase_desbalanceada",5,2,1.0,0.6738875878220141,0.8051766351871283,0.97215,0.8628035557522856,0.13126516342163086
2,"regla_normalizacion_datos, regla_penalizacion_clase_desbalanceada",5,5,1.0,0.6738875878220141,0.8051766351871283,0.97215,0.8628035557522856,0.12637019157409668
2,"regla_normalizacion_datos, regla_penalizacion_clase_desbalanceada",5,10,1.0,0.6738875878220141,0.8051766351871283,0.97215,0.8628035557522856,0.11945414543151855
2,"regla_normalizacion_datos, regla_penalizacion_clase_desbalanceada",10,2,0.9782790309106099,0.6855971896955504,0.806196213425129,0.97185,0.8604806085078223,0.22431492805480957
2,"regla_normalizacion_datos, regla_penalizacion_clase_desbalanceada",10,5,0.9798994974874372,0.6850117096018735,0.8063404548587181,0.9719,0.8607879154870071,0.256716251373291
2,"regla_normalizacion_datos, regla_penalizacion_clase_desbalanceada",10,10,0.9782971619365609,0.6861826697892272,0.8066070199587061,0.9719,0.8607467129211235,0.22098350524902344
2,"regla_normalizacion_datos, regla_penalizacion_clase_desbalanceada",15,2,0.9211746522411128,0.6978922716627635,0.7941372418387741,0.9691,0.8455760414356626,0.22076630592346191
2,"regla_normalizacion_datos, regla_penalizacion_clase_desbalanceada",15,5,0.9311424100156495,0.6967213114754098,0.797052913596785,0.9697,0.848654158771961,0.22354769706726074
2,"regla_normalizacion_datos, regla_penalizacion_clase_desbalanceada",15,10,0.9350039154267815,0.6990632318501171,0.8,0.97015,0.8510542868192247,0.2940528392791748
2,"regla_normalizacion_datos, regla_escalado_minmax",5,2,1.0,0.6738875878220141,0.8051766351871283,0.97215,0.8628035557522856,0.10900163650512695
2,"regla_normalizacion_datos, regla_escalado_minmax",5,5,1.0,0.6738875878220141,0.8051766351871283,0.97215,0.8628035557522856,0.15002727508544922
2,"regla_normalizacion_datos, regla_escalado_minmax",5,10,1.0,0.6738875878220141,0.8051766351871283,0.97215,0.8628035557522856,0.1389930248260498
2,"regla_normalizacion_datos, regla_escalado_minmax",10,2,0.9823232323232324,0.6832552693208431,0.805939226519337,0.9719,0.8608544320408531,0.1809988021850586
2,"regla_normalizacion_datos, regla_escalado_minmax",10,5,0.9823529411764705,0.6844262295081968,0.8067632850241546,0.972,0.8613856139272055,0.16054201126098633
2,"regla_normalizacion_datos, regla_escalado_minmax",10,10,0.9823232323232324,0.6832552693208431,0.805939226519337,0.9719,0.8608544320408531,0.20425987243652344
2,"regla_normalizacion_datos, regla_escalado_minmax",15,2,0.9104024297646166,0.7019906323185011,0.7927272727272727,0.96865,0.8434425837025976,0.27925539016723633
2,"regla_normalizacion_datos, regla_escalado_minmax",15,5,0.9124143183549124,0.7014051522248244,0.7931148626282688,0.96875,0.8439210833020014,0.24889469146728516
2,"regla_normalizacion_datos, regla_escalado_minmax",15,10,0.9153318077803204,0.702576112412178,0.7949652202716131,0.96905,0.845480785116028,0.2531754970550537
2,"regla_balanceo_clases, regla_imputacion_avanzada",5,2,0.370918487197557,0.9244730679156908,0.5294216261525566,0.85965,0.671115795316451,0.2649078369140625
2,"regla_balanceo_clases, regla_imputacion_avanzada",5,5,0.370918487197557,0.9244730679156908,0.5294216261525566,0.85965,0.671115795316451,0.25139474868774414
2,"regla_balanceo_clases, regla_imputacion_avanzada",5,10,0.370918487197557,0.9244730679156908,0.5294216261525566,0.85965,0.671115795316451,0.23262786865234375
2,"regla_balanceo_clases, regla_imputacion_avanzada",10,2,0.45213911972914744,0.8600702576112412,0.5926971958846077,0.89905,0.7009891433062491,0.38001489639282227
2,"regla_balanceo_clases, regla_imputacion_avanzada",10,5,0.45213911972914744,0.8600702576112412,0.5926971958846077,0.89905,0.7009891433062491,0.3825840950012207
2,"regla_balanceo_clases, regla_imputacion_avanzada",10,10,0.45213911972914744,0.8600702576112412,0.5926971958846077,0.89905,0.7009891433062491,0.3406248092651367
2,"regla_balanceo_clases, regla_imputacion_avanzada",15,2,0.5418295543393276,0.8114754098360656,0.6497890295358649,0.9253,0.7320984984278145,0.4289679527282715
2,"regla_balanceo_clases, regla_imputacion_avanzada",15,5,0.5441003528028224,0.8126463700234192,0.651796196290209,0.92585,0.7335982297791127,0.502321720123291
2,"regla_balanceo_clases, regla_imputacion_avanzada",15,10,0.5441349548842683,0.8120608899297423,0.6516326051209772,0.92585,0.733419612483747,0.5271039009094238
2,"regla_balanceo_clases, regla_normalizacion_datos",5,2,0.14515714652736147,0.9923887587822015,0.25326858423608517,0.50025,0.472766122386412,0.23755836486816406
2,"regla_balanceo_clases, regla_normalizacion_datos",5,5,0.14515714652736147,0.9923887587822015,0.25326858423608517,0.50025,0.472766122386412,0.33961987495422363
2,"regla_balanceo_clases, regla_normalizacion_datos",5,10,0.14515714652736147,0.9923887587822015,0.25326858423608517,0.50025,0.472766122386412,0.26003503799438477
2,"regla_balanceo_clases, regla_normalizacion_datos",10,2,0.145351823317925,0.9941451990632318,0.25362210604929053,0.5003,0.47335478210761184,0.3480987548828125
2,"regla_balanceo_clases, regla_normalizacion_datos",10,5,0.145351823317925,0.9941451990632318,0.25362210604929053,0.5003,0.47335478210761184,0.5215544700622559
2,"regla_balanceo_clases, regla_normalizacion_datos",10,10,0.145351823317925,0.9941451990632318,0.25362210604929053,0.5003,0.47335478210761184,0.5847327709197998
2,"regla_balanceo_clases, regla_normalizacion_datos",15,2,0.14075664959524203,0.9976580796252927,0.24670624004632982,0.4797,0.4662052423167161,0.4212322235107422
2,"regla_balanceo_clases, regla_normalizacion_datos",15,5,0.14074502354010077,0.9976580796252927,0.2466883821932682,0.47965,0.4661853713396654,0.4650106430053711
2,"regla_balanceo_clases, regla_normalizacion_datos",15,10,0.14079153928777988,0.9976580796252927,0.24675982912171457,0.47985,0.46626486200869677,0.40863561630249023
2,"regla_balanceo_clases, regla_balanceo_clases",5,2,0.370918487197557,0.9244730679156908,0.5294216261525566,0.85965,0.671115795316451,0.23120594024658203
2,"regla_balanceo_clases, regla_balanceo_clases",5,5,0.370918487197557,0.9244730679156908,0.5294216261525566,0.85965,0.671115795316451,0.2701718807220459
2,"regla_balanceo_clases, regla_balanceo_clases",5,10,0.370918487197557,0.9244730679156908,0.5294216261525566,0.85965,0.671115795316451,0.37278270721435547
2,"regla_balanceo_clases, regla_balanceo_clases",10,2,0.45213911972914744,0.8600702576112412,0.5926971958846077,0.89905,0.7009891433062491,0.38614606857299805
2,"regla_balanceo_clases, regla_balanceo_clases",10,5,0.45213911972914744,0.8600702576112412,0.5926971958846077,0.89905,0.7009891433062491,0.3480968475341797
2,"regla_balanceo_clases, regla_balanceo_clases",10,10,0.45213911972914744,0.8600702576112412,0.5926971958846077,0.89905,0.7009891433062491,0.39617323875427246
2,"regla_balanceo_clases, regla_balanceo_clases",15,2,0.543035993740219,0.8126463700234192,0.651031894934334,0.9256,0.7330785646744931,0.5419304370880127
2,"regla_balanceo_clases, regla_balanceo_clases",15,5,0.5447409733124019,0.8126463700234192,0.6522556390977443,0.926,0.7339107456083914,0.801809549331665
2,"regla_balanceo_clases, regla_balanceo_clases",15,10,0.5441003528028224,0.8126463700234192,0.651796196290209,0.92585,0.7335982297791127,0.5078537464141846
2,"regla_balanceo_clases, regla_penalizacion_clase_desbalanceada",5,2,0.370918487197557,0.9244730679156908,0.5294216261525566,0.85965,0.671115795316451,0.32695722579956055
2,"regla_balanceo_clases, regla_penalizacion_clase_desbalanceada",5,5,0.370918487197557,0.9244730679156908,0.5294216261525566,0.85965,0.671115795316451,0.2399122714996338
2,"regla_balanceo_clases, regla_penalizacion_clase_desbalanceada",5,10,0.370918487197557,0.9244730679156908,0.5294216261525566,0.85965,0.671115795316451,0.25185608863830566
2,"regla_balanceo_clases, regla_penalizacion_clase_desbalanceada",10,2,0.45213911972914744,0.8600702576112412,0.5926971958846077,0.89905,0.7009891433062491,0.4077787399291992
2,"regla_balanceo_clases, regla_penalizacion_clase_desbalanceada",10,5,0.45213911972914744,0.8600702576112412,0.5926971958846077,0.89905,0.7009891433062491,0.34433889389038086
2,"regla_balanceo_clases, regla_penalizacion_clase_desbalanceada",10,10,0.45213911972914744,0.8600702576112412,0.5926971958846077,0.89905,0.7009891433062491,0.43051838874816895
2,"regla_balanceo_clases, regla_penalizacion_clase_desbalanceada",15,2,0.5411626999609832,0.8120608899297423,0.6494966050105362,0.92515,0.7319675487253153,0.5039272308349609
2,"regla_balanceo_clases, regla_penalizacion_clase_desbalanceada",15,5,0.5434952978056427,0.8120608899297423,0.6511737089201878,0.9257,0.7331074741638932,0.521594762802124
2,"regla_balanceo_clases, regla_penalizacion_clase_desbalanceada",15,10,0.5445622300745976,0.8120608899297423,0.6519388954171563,0.92595,0.7336280038553742,0.6555073261260986
2,"regla_balanceo_clases, regla_escalado_minmax",5,2,0.370918487197557,0.9244730679156908,0.5294216261525566,0.85965,0.671115795316451,0.23101139068603516
