Numero de reglas,C,Penalty,Solver,Iteraciones,Accuracy,Precision,Recall,F1 Score,Media,Tiempo
3,1.0,l2,saga,5000,0.83085,0.318762172689894,0.8624121779859485,0.46547637857481433,0.6193751823126642,2.7299458980560303
3,0.01,l2,saga,5000,0.94625,0.983206106870229,0.3770491803278688,0.5450698264917477,0.7128937784224614,0.3947486877441406
3,0.1,l2,saga,5000,0.95445,0.9120992761116856,0.5163934426229508,0.6594392523364486,0.7605954927677712,0.34160447120666504
3,0.5,l2,saga,5000,0.95635,0.8995215311004785,0.550351288056206,0.6828913912095895,0.7722785525915685,0.542384147644043
3,1.0,l2,saga,5000,0.95605,0.8914069877242682,0.5526932084309133,0.6823274304300687,0.7706194066463126,1.1642508506774902
3,0.01,l2,saga,5000,0.9561,0.8998073217726397,0.5468384074941453,0.6802621995630007,0.7707519822074465,0.8071684837341309
3,0.1,l2,saga,5000,0.9563,0.8861111111111111,0.560304449648712,0.6865136298421808,0.772307297650501,1.1130530834197998
3,0.5,l2,saga,5000,0.95625,0.8845798707294552,0.5608899297423887,0.6864922966678609,0.7720530242849262,1.1944074630737305
3,1.0,l2,saga,5000,0.9563,0.8846863468634686,0.5614754098360656,0.6869627507163324,0.7723561268539667,1.2535645961761475
3,0.01,l2,saga,5000,0.9539,0.9189765458422174,0.5046838407494145,0.6515495086923658,0.7572774738209994,0.303973913192749
3,0.1,l2,saga,5000,0.9562,0.888785046728972,0.5567915690866511,0.6846652267818575,0.7716104606493702,0.42741823196411133
3,0.5,l2,saga,5000,0.95625,0.8852913968547641,0.560304449648712,0.6862674793832915,0.7720283314716918,1.2027828693389893
3,1.0,l2,saga,5000,0.95625,0.8845798707294552,0.5608899297423887,0.6864922966678609,0.7720530242849262,2.1203157901763916
3,0.01,l2,saga,5000,0.85245,0.3494063484371214,0.8442622950819673,0.4942587832047986,0.6350943566809718,0.9610037803649902
3,0.1,l2,saga,5000,0.85345,0.3513973268529769,0.8466042154566745,0.4966512107161257,0.6370256882564443,3.989574909210205
3,0.5,l2,saga,5000,0.8532,0.3509708737864078,0.8466042154566745,0.4962251201098147,0.6367500523382241,12.490896701812744
3,1.0,l2,saga,5000,0.85325,0.3510560815731974,0.8466042154566745,0.49631027973228076,0.6368051441905381,18.792575120925903
3,0.01,l2,saga,5000,0.95625,0.9031945788964182,0.5462529274004684,0.6807734403502371,0.7716177366617809,0.8256351947784424
3,0.1,l2,saga,5000,0.9563,0.8868274582560297,0.5597189695550351,0.6862885857860732,0.7722837533992846,1.0615198612213135
3,0.5,l2,saga,5000,0.95635,0.8855032317636196,0.5614754098360656,0.6872088857040487,0.7726343818259335,1.2801001071929932
3,1.0,l2,saga,5000,0.9564,0.8856088560885609,0.5620608899297423,0.6876790830945558,0.7729372072782147,1.4569120407104492
3,0.01,l2,saga,5000,0.94625,0.983206106870229,0.3770491803278688,0.5450698264917477,0.7128937784224614,0.349259614944458
